Date,AAPL,MSFT
2024-01-05,179.152099609375,360.7409362792969
2024-01-08,183.4830780029297,367.5486755371094
2024-01-09,183.06776428222656,368.6277160644531
2024-01-10,184.1060333251953,375.4747009277344
2024-01-11,183.5127410888672,377.29925537109375
2024-01-12,183.83905029296875,381.0660400390625
2024-01-16,181.57469177246094,382.83172607421875
2024-01-17,180.6353302001953,382.0470275878906
2024-01-18,186.51873779296875,386.3631286621094
2024-01-19,189.4159393310547,391.07159423828125
2024-01-22,191.71983337402344,388.9528503417969
2024-01-23,192.9954376220703,391.29730224609375
2024-01-24,192.32302856445312,394.88751220703125
2024-01-25,191.9967041015625,397.1534729003906
2024-01-26,190.2662811279297,396.2314147949219
2024-01-29,189.58399963378906,401.91107177734375
2024-01-30,185.93533325195312,400.8026428222656
2024-01-31,182.3360595703125,390.00244140625
2024-02-01,184.76852416992188,396.0842590332031
2024-02-02,183.76983642578125,403.3824768066406
2024-02-05,185.57933044433594,397.9185791015625
2024-02-06,187.18124389648438,397.7616882324219
2024-02-07,187.29000854492188,406.1585388183594
2024-02-08,186.21218872070312,406.21734619140625
2024-02-09,186.9745635986328,412.53460693359375
2024-02-12,185.2914276123047,407.34552001953125
2024-02-13,183.20236206054688,398.57586669921875
2024-02-14,182.32119750976562,402.4282531738281
2024-02-15,182.03408813476562,399.54876708984375
2024-02-16,180.49948120117188,397.0918884277344
2024-02-20,179.75692749023438,395.8437805175781
2024-02-21,180.50938415527344,395.2442932128906
2024-02-22,182.53903198242188,404.55096435546875
2024-02-23,180.70742797851562,403.26361083984375
2024-02-26,179.36090087890625,400.5118713378906
2024-02-27,180.81631469726562,400.45294189453125
2024-02-28,179.6183319091797,400.6887512207031
2024-02-29,178.95498657226562,406.50665283203125
2024-03-01,177.8758087158203,408.3346252441406
2024-03-04,173.36109924316406,407.7646179199219
2024-03-05,168.4305419921875,395.7061767578125
2024-03-06,167.4404754638672,395.15594482421875
2024-03-07,167.32167053222656,402.0842590332031
2024-03-08,169.0344696044922,399.214599609375
2024-03-11,171.03440856933594,397.5439453125
2024-03-12,171.50965881347656,408.1183776855469
2024-03-13,169.43051147460938,407.9414978027344
2024-03-14,171.28195190429688,417.886962890625
2024-03-15,170.90570068359375,409.23870849609375
2024-03-18,171.9947967529297,410.1231994628906
2024-03-19,174.3313446044922,414.1427001953125
2024-03-20,176.89564514160156,417.8968505859375
2024-03-21,169.66810607910156,421.9654541015625
2024-03-22,170.56912231445312,421.3463134765625
2024-03-25,169.15330505371094,415.5676574707031
2024-03-26,168.02462768554688,414.3785705566406
2024-03-27,171.5888671875,414.162353515625
2024-03-28,169.77700805664062,413.4645690917969
2024-04-01,168.34144592285156,417.2481994628906
2024-04-02,167.1632537841797,414.17218017578125
2024-04-03,167.96519470214844,413.1992492675781
2024-04-04,167.14346313476562,410.6735534667969
